match_title,open_date,tmdb_release_date,tmdb_genres,tmdb_poster_url,audience_count,target_log_audience,success_rank,success_rank_code,is_success_1000000,is_success_3000000,is_success_5000000,is_success_10000000,meta_tmdb_release_year,meta_tmdb_runtime,meta_tmdb_budget,meta_log_tmdb_budget,meta_open_year,meta_open_month,meta_open_quarter,meta_is_summer_peak,meta_is_winter_peak,meta_is_year_end,open_season,meta_season_spring,meta_season_summer,meta_season_fall,meta_season_winter,genre_SF,genre_가족,genre_공포,genre_다큐멘터리,genre_드라마,genre_로맨스,genre_모험,genre_미스터리,genre_범죄,genre_서부,genre_스릴러,genre_애니메이션,genre_액션,genre_역사,genre_음악,genre_전쟁,genre_코미디,genre_판타지,meta_genre_count,meta_director_count,meta_director_max_frequency,meta_director_mean_frequency,meta_cast_count,meta_cast_max_frequency,meta_cast_mean_frequency,meta_production_company_count,meta_production_company_max_frequency,meta_production_company_mean_frequency,meta_top_director_이준익,meta_top_director_민규동,meta_top_director_김용화,meta_top_director_류승완,meta_top_director_최동훈,meta_top_director_허진호,meta_top_director_유하,meta_top_director_곽경택,meta_top_director_김지운,meta_top_director_김지훈,meta_top_director_김홍선,meta_top_director_박찬욱,meta_top_director_박훈정,meta_top_director_우민호,meta_top_director_김성수,meta_top_director_김성훈,meta_top_director_김한민,meta_top_director_박진표,meta_top_director_봉준호,meta_top_director_양우석,meta_top_director_원신연,meta_top_director_윤제균,meta_top_director_이한,meta_top_director_정범식,meta_top_director_강우석,meta_top_director_김병우,meta_top_director_김태균,meta_top_director_나홍진,meta_top_director_박희곤,meta_top_director_연상호,meta_top_cast_황정민,meta_top_cast_오달수,meta_top_cast_마동석,meta_top_cast_정만식,meta_top_cast_이성민,meta_top_cast_유해진,meta_top_cast_조진웅,meta_top_cast_하정우,meta_top_cast_장영남,meta_top_cast_라미란,meta_top_cast_이경영,meta_top_cast_김의성,meta_top_cast_설경구,meta_top_cast_윤제문,meta_top_cast_이준혁,meta_top_cast_조우진,meta_top_cast_정우성,meta_top_cast_고창석,meta_top_cast_김민재,meta_top_cast_김윤석,meta_top_cast_류승룡,meta_top_cast_박성웅,meta_top_cast_송강호,meta_top_cast_유승목,meta_top_cast_강동원,meta_top_cast_김종수,meta_top_cast_송영창,meta_top_cast_주진모,meta_top_cast_배성우,meta_top_cast_성동일,meta_top_cast_곽도원,meta_top_cast_박정민,meta_top_cast_박희순,meta_top_cast_신정근,meta_top_cast_이병헌,meta_top_cast_이선균,meta_top_cast_김상호,meta_top_cast_정인기,meta_top_cast_김성균,meta_top_cast_김희원,meta_top_cast_이한위,meta_top_cast_이희준,meta_top_cast_정진영,meta_top_cast_조한철,meta_top_cast_권해효,meta_top_cast_김원해,meta_top_cast_김홍파,meta_top_cast_류준열,meta_top_cast_박해준,meta_top_cast_염혜란,title_length,title_length_no_space,title_word_count,title_has_digit,title_has_english,title_has_special_char,title_has_series_keyword,title_keyword_love,title_keyword_war,title_keyword_crime,title_keyword_horror,title_keyword_family,title_keyword_comedy,title_keyword_action,title_keyword_fantasy,title_keyword_youth,title_has_emotion_genre_keyword,poster_available,poster_width,poster_height,poster_aspect_ratio,poster_brightness_mean,poster_saturation_mean,poster_red_mean,poster_green_mean,poster_blue_mean,poster_contrast,poster_edge_density
압꾸정,2022-11-30,2022-11-30,코미디,https://image.tmdb.org/t/p/original/6QXfrZWYS5cPlmNsIhpofW5R3ct.jpg,608197,13.318255765828019,D,0,False,False,False,False,2022,111,0,0.0,2022,11,4,0,0,0,fall,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2.0,10,34,7.2,4,78,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.6085524559020996,0.6557888984680176,0.8783538341522217,0.5251436829566956,0.3303971588611603,0.1654748618602752,0.0146225927469779
이상한 나라의 수학자,2022-03-09,2022-03-18,드라마,https://image.tmdb.org/t/p/original/xiRoo0w89hDAFMnMFaIQMaHnbBJ.jpg,534216,13.188557402438805,D,0,False,False,False,False,2022,117,0,0.0,2022,3,1,0,0,0,spring,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,10,22,10.7,2,78,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1400,2000,0.7,0.332335501909256,0.2233791053295135,0.3656049072742462,0.3259887993335724,0.2777561545372009,0.2308486551046371,0.0365897151842189
동감,2022-11-16,2022-11-16,로맨스|드라마,https://image.tmdb.org/t/p/original/f1i6kynpQDXcXxyZU5fpG9AwbKz.jpg,490145,13.102458584889462,D,0,False,False,False,False,2022,114,0,0.0,2022,11,4,0,0,0,fall,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.0,10,15,3.6,2,10,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1910,2865,0.6666666666666666,0.6428408622741699,0.2519493401050567,0.6251706480979919,0.6429662108421326,0.6885406374931335,0.2262232899665832,0.0086250545613269
늑대사냥,2022-09-21,2022-09-21,액션|스릴러|공포|범죄,https://image.tmdb.org/t/p/original/op2y1gvqKhAh4yAPLwc4PlX3XRv.jpg,458720,13.036197461093893,D,0,False,False,False,False,2022,122,9000000,16.012735246411598,2022,9,3,0,0,0,fall,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,1,6,6.0,10,30,9.4,4,26,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1187,1701,0.69782480893592,0.2387391924858093,0.7718808054924011,0.3585439920425415,0.200451374053955,0.1216632574796676,0.2454374134540558,0.0798409332077082
특송,2022-01-12,2022-01-12,액션|범죄,https://image.tmdb.org/t/p/original/n1rzu5vQKuePO4DrfM2ai1bRuBH.jpg,443177,13.001726774193987,D,0,False,False,False,False,2022,108,0,0.0,2022,1,1,0,1,0,winter,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,3.0,10,27,9.7,2,65,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,841,1262,0.6664025356576863,0.3347967267036438,0.6681933403015137,0.2946505546569824,0.3366658985614776,0.4304678738117218,0.2889164984226227,0.1225249118048308
니 부모 얼굴이 보고 싶다,2022-04-27,2022-04-27,드라마|미스터리,https://image.tmdb.org/t/p/original/kI8Si6MdySaFJDtok6RZlUaD4cF.jpg,416374,12.93934157549598,D,0,False,False,False,False,2022,111,0,0.0,2022,4,2,0,0,0,spring,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,6,6.0,10,36,13.7,6,11,4.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.164675623178482,0.6252918839454651,0.2264779806137085,0.1459111124277115,0.0992007702589035,0.1926004141569137,0.0744579408086702
리멤버,2022-10-26,2022-10-26,스릴러|액션|드라마,https://image.tmdb.org/t/p/original/1MIa1d1jhSqp3s587oruFv3UiSP.jpg,412778,12.930667619762438,D,0,False,False,False,False,2022,128,0,0.0,2022,10,4,0,0,0,fall,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,2.0,10,34,14.1,2,12,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1910,2865,0.6666666666666666,0.7152300477027893,0.1507093906402588,0.7575035691261292,0.7011172771453857,0.6770236492156982,0.347779780626297,0.0386062466149124
뜨거운 피,2022-03-23,2022-03-23,범죄|액션|스릴러,https://image.tmdb.org/t/p/original/4c0jDc8NjTD07K8PeZbLRBb7zXL.jpg,398090,12.894435901347778,D,0,False,False,False,False,2022,119,0,0.0,2022,3,1,0,0,0,spring,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,1,1.0,10,26,8.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1140,1710,0.6666666666666666,0.3414130210876465,0.4774498045444488,0.4464679956436157,0.2995319068431854,0.2815253436565399,0.3430061340332031,0.0164265455152145
앵커,2022-04-20,2022-04-20,스릴러|미스터리|공포,https://image.tmdb.org/t/p/original/mfWl5cGXqbDRgQWTHZ7GPbuSKFj.jpg,171255,12.050914792007058,D,0,False,False,False,False,2022,111,0,0.0,2022,4,2,0,0,0,spring,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,1.0,10,13,5.6,4,12,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1332,1998,0.6666666666666666,0.2820117771625519,0.1592590510845184,0.2871604859828949,0.2777323722839355,0.2905429303646087,0.1778225749731063,0.0231994859514579
공기살인,2022-04-22,2022-04-22,드라마|미스터리,https://image.tmdb.org/t/p/original/wQ9qGpSgptQAVWkVQpup4ftiBxJ.jpg,158265,11.972032440740753,D,0,False,False,False,False,2022,107,0,0.0,2022,4,2,0,0,0,spring,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1.0,10,13,6.1,1,8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1715,2457,0.698005698005698,0.6047767400741577,0.1472388952970504,0.5996535420417786,0.6041834354400635,0.6212689280509949,0.3203868865966797,0.020996426832213
젠틀맨,2022-12-28,2022-12-28,액션|범죄,https://image.tmdb.org/t/p/original/7LvQFbeED6sUVAVZ6Cet5igqTvs.jpg,152558,11.935306685454705,D,0,False,False,False,False,2022,123,0,0.0,2022,12,4,0,1,1,winter,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1.0,10,24,5.8,4,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1332,1998,0.6666666666666666,0.5619942545890808,0.2162388861179351,0.6134063005447388,0.5382627248764038,0.549346387386322,0.3574211895465851,0.026456467736047
해피 뉴 이어,2021-12-29,2021-12-29,코미디|로맨스,https://image.tmdb.org/t/p/original/f99PUPjtqMGEylIhRm0H8pv9DFy.jpg,122596,11.716657832364303,D,0,False,False,False,False,2021,137,0,0.0,2021,12,4,0,1,1,winter,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3.0,10,17,8.3,2,155,88.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1400,2100,0.6666666666666666,0.7260304689407349,0.222156673669815,0.7764766216278076,0.7111875414848328,0.670147180557251,0.2705232501029968,0.0241376669786437
서울괴담,2022-04-27,2022-04-27,공포|판타지,https://image.tmdb.org/t/p/original/2ZWxZvDWYoDj7PHFizgi17yEZyb.jpg,112725,11.632715374396533,D,0,False,False,False,False,2022,122,0,0.0,2022,4,2,0,0,0,spring,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1.0,10,5,1.9,2,32,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,500,750,0.6666666666666666,0.1776153594255447,0.4800485074520111,0.2335572093725204,0.1548456996679306,0.1481344848871231,0.1698071211576461,0.0542277128547579
인민을 위해 복무하라,2022-02-23,2022-02-23,드라마,https://image.tmdb.org/t/p/original/rfKduNqGNmmAc6rw0GvK9K9vHFh.jpg,79105,11.278544004229214,D,0,False,False,False,False,2022,146,0,0.0,2022,2,1,0,0,0,winter,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3.0,9,12,3.7777777777777777,2,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.2311840802431106,0.8622410893440247,0.5485702157020569,0.1000809073448181,0.073807843029499,0.1792542338371276,0.021720216756982
리미트,2022-08-31,2022-08-31,스릴러|범죄,https://image.tmdb.org/t/p/original/5FuR2q0kuPFbIY1HXQyANlH1W8z.jpg,68097,11.128703123130714,D,0,False,False,False,False,2022,88,0,0.0,2022,8,3,1,0,0,summer,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,2.0,10,14,6.7,2,4,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,953,1429,0.6668999300209937,0.4271300435066223,0.4208710789680481,0.5299459099769592,0.3948593735694885,0.3236298859119415,0.3084593713283539,0.0259623002603175
더 킬러: 죽어도 되는 아이,2022-07-13,2022-07-13,액션|범죄|스릴러,https://image.tmdb.org/t/p/original/qPXGKOEQ1NSrmH6s7qFFF3qC9O6.jpg,60175,11.005028880710118,D,0,False,False,False,False,2022,95,0,0.0,2022,7,3,1,0,0,summer,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,2,2.0,10,9,3.0,2,14,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1500,2137,0.7019185774450164,0.2755684852600097,0.5129113793373108,0.3432103395462036,0.2533040642738342,0.2127992063760757,0.2584485411643982,0.030219452214585
서울의 봄,2023-11-22,2023-11-22,드라마|스릴러|액션|전쟁|역사|범죄,https://image.tmdb.org/t/p/original/ukVVnY9ovwl78WE5KndcpA6SnAm.jpg,11854779,16.288241719738803,S,4,True,True,True,True,2023,141,0,0.0,2023,11,4,0,0,0,fall,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,6,1,5,5.0,10,37,19.4,1,22,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,960,1440,0.6666666666666666,0.3408087491989136,0.2175230830907821,0.3594201207160949,0.3343818783760071,0.3250873684883117,0.2821126282215118,0.028689907326962
밀수,2023-07-26,2023-07-26,범죄|액션,https://image.tmdb.org/t/p/original/ayLXqPZCu3uaLLhXiqvw5NBb7Lw.jpg,5143219,15.4531899004317,A,3,True,True,True,False,2023,129,0,0.0,2023,7,3,1,0,0,summer,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,8,8.0,10,23,9.9,1,17,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1907,2860,0.6667832167832168,0.4553837478160858,0.3690052926540375,0.4349554181098938,0.4616996645927429,0.4764416515827179,0.2290893942117691,0.023488084724651
콘크리트 유토피아,2023-08-09,2023-08-09,스릴러|액션,https://image.tmdb.org/t/p/original/aKApVX9hc5otPxa3Jbf27sW6tsi.jpg,3849242,15.163387063554433,B,2,True,True,False,False,2023,130,0,0.0,2023,8,3,1,0,0,summer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,2.0,10,19,6.8,2,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.3926026523113251,0.1849810481071472,0.3738967180252075,0.4037696719169616,0.3841647207736969,0.2676529288291931,0.0207049604001667
노량: 죽음의 바다,2023-12-20,2023-12-20,전쟁|액션|역사|드라마,https://image.tmdb.org/t/p/original/WqgLrAbPnEfgn7WP7J2IvL1Z9V.jpg,3438133,15.050439440314305,B,2,True,True,False,False,2023,152,40000000,17.50439003707821,2023,12,4,0,1,1,winter,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,1,5,5.0,10,24,11.1,1,6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2000,3000,0.6666666666666666,0.2307148724794387,0.5440966486930847,0.2052824944257736,0.2335973083972931,0.2825771272182464,0.2421559989452362,0.040288786994581
30일,2023-10-03,2023-10-03,로맨스|코미디,https://image.tmdb.org/t/p/original/9HYAkujh1UAKXByIF6LB4D3KsgA.jpg,2165358,14.588096725533566,C,1,True,False,False,False,2023,119,6000000,15.607270193858982,2023,10,4,0,0,0,fall,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2.0,10,15,5.5,2,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.5164869427680969,0.3046930432319641,0.5588254928588867,0.5016751885414124,0.4817082583904266,0.3160541951656341,0.0362783659858274
천박사 퇴마 연구소: 설경의 비밀,2023-09-27,2023-09-27,판타지|미스터리|액션,https://image.tmdb.org/t/p/original/ycKUUxMk7MfJLPstEYxat0rRMj2.jpg,1916429,14.465974638220485,C,1,True,False,False,False,2023,98,0,0.0,2023,9,3,0,0,0,fall,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,1,1.0,10,23,10.7,3,17,7.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.2592790424823761,0.5884768962860107,0.3570423722267151,0.2221644222736358,0.1939722448587417,0.242489755153656,0.006391663192997
영웅,2022-12-21,2022-12-21,드라마|역사|액션,https://image.tmdb.org/t/p/original/ty2BX4V4ZBAg2ApG2WMmVYKwB1t.jpg,1786092,14.395541110731433,C,1,True,False,False,False,2022,120,0,0.0,2022,12,4,0,1,1,winter,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,5,5.0,10,14,6.7,2,20,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2000,3000,0.6666666666666666,0.4873826801776886,0.1167578771710395,0.4959146380424499,0.4878977537155151,0.4623523652553558,0.3701381087303161,0.0118481867444768
교섭,2023-01-18,2023-01-18,액션|스릴러|드라마,https://image.tmdb.org/t/p/original/uKfHNIWC8d6pcrCaduTjjetYjJw.jpg,1721100,14.358474760281668,C,1,True,False,False,False,2023,108,0,0.0,2023,1,1,0,1,0,winter,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,3,3.0,10,37,8.4,3,32,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.4205783605575561,0.1733460575342178,0.4514642059803009,0.4104158878326416,0.3918985426425934,0.2807315587997436,0.011503126302626
잠,2023-09-06,2023-09-06,공포|미스터리|스릴러,https://image.tmdb.org/t/p/original/aQCDmuAFQYKaOIQCnH4X7NlTzVn.jpg,1470359,14.201017826731492,C,1,True,False,False,False,2023,94,0,0.0,2023,9,3,0,0,0,fall,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,1.0,10,19,5.7,3,69,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.1550547033548355,0.4621014893054962,0.1551809012889862,0.1490106731653213,0.1858452558517456,0.1777048707008361,0.0123556481867444
달짝지근해: 7510,2023-08-15,2023-08-15,코미디|로맨스,https://image.tmdb.org/t/p/original/kSqTDw2qC6SqOxQFMA7Mxk35M0K.jpg,1388309,14.143597738051048,C,1,True,False,False,False,2023,118,4862154,15.396992313234874,2023,8,3,1,0,0,summer,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,5,5.0,10,32,10.0,1,9,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.4721751809120178,0.723164439201355,0.7861338257789612,0.3647111654281616,0.2020672857761383,0.1373971104621887,0.0057931638182576
